Updated On,State,RT PCR Tests,Antigen Tests,Other Tests,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Corona Enquiry Calls,Num Calls State Helpline,Source1,Source2,Source3,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case,Population NCP 2019 Projection,
25/06/2020,West Bengal,,,,439258,Tested,15648,,,,7865,Government,93180,,,,948,395,1569262,946040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_25th_JUNE_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.56%,4.53,4533,28,96906000,
26/06/2020,West Bengal,,,,448795,Tested,16190,,,,7330,Government,93898,,,,948,395,1582262,956040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_26th_JUNE_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.61%,4.63,4631,28,96906000,
27/06/2020,West Bengal,,,,458343,Tested,16711,,,,7181,Government,94993,,,,948,395,1596262,966040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_27th_JUNE_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.65%,4.73,4730,27,96906000,
28/06/2020,West Bengal,,,,468906,Tested,17283,,,,6937,Government,95383,,,,948,395,1606262,976040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_28th_JUNE_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.69%,4.84,4839,27,96906000,
29/06/2020,West Bengal,,,,478419,Tested,17907,,,,6931,Government,95944,,,,948,395,1618262,983040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_29th_JUNE_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.74%,4.94,4937,27,96906000,
30/06/2020,West Bengal,,,,488038,Tested,18559,,,,6795,Government,96162,,,,948,395,1628262,991040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_30th_JUNE_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.80%,5.04,5036,26,96906000,
01/07/2020,West Bengal,,,,497596,Tested,19170,,,,6668,Government,96702,,,,948,395,1638262,1001040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_1st_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.85%,5.13,5135,26,96906000,
02/07/2020,West Bengal,,,,508001,Tested,19819,,,,6449,Government,97290,,,,948,395,1648262,1009040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_2nd_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.90%,5.24,5242,26,96906000,
03/07/2020,West Bengal,,,,519054,Tested,20488,,,,6287,Government,97807,,,,948,395,1658262,1019040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_3rd_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,3.95%,5.36,5356,25,96906000,
04/07/2020,West Bengal,,,,530072,Tested,21231,,,,6057,Government,98037,,,,948,395,1668262,1028040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_4th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.01%,5.47,5470,25,96906000,
05/07/2020,West Bengal,,,,541088,Tested,22126,,,,5690,Government,98563,,,,948,395,1678262,1038040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_5th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.09%,5.58,5584,24,96906000,
06/07/2020,West Bengal,,,,552007,Tested,22987,,,,5605,Government,99027,,,,948,395,1688262,1047040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_6th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.16%,5.70,5696,24,96906000,
07/07/2020,West Bengal,,,,562137,Tested,23837,,,,5294,Government,99338,,,,948,395,1698262,1057040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_7th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.24%,5.80,5801,24,96906000,
08/07/2020,West Bengal,,,,572523,Tested,24823,,,,5152,Government,99634,,,,948,395,1708262,1067040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_8th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.34%,5.91,5908,23,96906000,
09/07/2020,West Bengal,,,,583328,Tested,25911,,,,5090,Government,100095,,,,948,395,1718262,1079040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_9th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.44%,6.02,6020,23,96906000,
10/07/2020,West Bengal,,,,593967,Tested,27109,,,,4905,Government,100356,,,,948,395,1728262,1089040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_10th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.56%,6.13,6129,22,96906000,
11/07/2020,West Bengal,,,,605370,Tested,28453,,,,4805,Government,100634,,,,948,395,1738262,1101040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_11th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.70%,6.25,6247,21,96906000,
12/07/2020,West Bengal,,,,617079,Tested,30013,,,,4752,Government,100891,,,,948,395,1748262,1111040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_12th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,4.86%,6.37,6368,21,96906000,
13/07/2020,West Bengal,,,,627438,Tested,31448,,,,4512,Government,101167,,,,948,395,1759262,1119040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_13th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,5.01%,6.47,6475,20,96906000,
14/07/2020,West Bengal,,,,638540,Tested,32838,,,,4388,Government,101644,,,,948,395,1769262,1129040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_14th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,5.14%,6.59,6589,19,96906000,
15/07/2020,West Bengal,,,,649928,Tested,34427,,,,4033,Government,101999,,,,948,395,1779262,1141040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_15th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,5.30%,6.71,6707,19,96906000,
16/07/2020,West Bengal,,,,663108,Tested,36117,,,,4027,Government,102600,,,,948,395,1789262,1151040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_16th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,5.45%,6.84,6843,18,96906000,
17/07/2020,West Bengal,,,,676348,Tested,38011,,,,3839,Government,102846,,,,948,395,1799262,1166040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_17th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,5.62%,6.98,6979,18,96906000,
18/07/2020,West Bengal,,,,689813,Tested,40209,,,,3806,Government,103315,,,,948,395,1809262,1176040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_18th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,5.83%,7.12,7118,17,96906000,
19/07/2020,West Bengal,,,,703284,Tested,42487,,,,3732,Government,103348,,,,948,395,1819262,1188040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_19th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,6.04%,7.26,7257,17,96906000,
20/07/2020,West Bengal,,,,716365,Tested,44769,,,,3702,Government,103630,,,,948,395,1829262,1198040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_20th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,6.25%,7.39,7392,16,96906000,
21/07/2020,West Bengal,,,,729429,Tested,47030,,,,3687,Government,103645,,,,948,395,1839262,1209040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_21st_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,6.45%,7.53,7527,16,96906000,
22/07/2020,West Bengal,,,,743469,Tested,49321,,,,3489,Government,103997,,,,948,395,1849262,1219040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_22nd_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,6.63%,7.67,7672,15,96906000,
23/07/2020,West Bengal,,,,758027,Tested,51757,,,,3423,Government,104098,,,,948,395,1859262,1231040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_23rd_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,6.83%,7.82,7822,15,96906000,
24/07/2020,West Bengal,,,,773512,Tested,53973,,,,3402,Government,104304,,,,948,395,1869262,1246040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_24th_JULY_REPORT_FINAL_REVISED.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,6.98%,7.98,7982,14,96906000,
25/07/2020,West Bengal,,,,789140,Tested,56377,,,,3412,Government,104350,,,,948,395,1879262,1259040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_25th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,7.14%,8.14,8143,14,96906000,
26/07/2020,West Bengal,,,,805185,Tested,58718,,,,3470,Government,104468,,,,948,395,1889262,1269040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_26th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,7.29%,8.31,8309,14,96906000,
27/07/2020,West Bengal,,,,822190,Tested,60830,,,,3528,Government,104634,,,,948,395,1899262,1281040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_27th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,7.40%,8.48,8484,14,96906000,
28/07/2020,West Bengal,838028,1183,,839211,Tested,62964,,,,3510,Government,104612,,,,948,395,1909262,1291040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_28th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,7.50%,8.66,8660,13,96906000,
29/07/2020,West Bengal,855139,1216,,856355,Tested,65258,,,,3385,Government,104767,,,,948,395,1919262,1306040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_29th_JULY_REPORT_FINAL(1).pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,7.62%,8.84,8837,13,96906000,
30/07/2020,West Bengal,872523,1874,,874397,Tested,67692,,,,3351,Government,1049685,,,,948,395,1929262,1318040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_30th_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,7.74%,9.02,9023,13,96906000,
31/07/2020,West Bengal,889807,3593,,893400,Tested,70188,,,,3315,Government,105131,,,,948,395,1939262,1333040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_31st_JULY_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,7.86%,9.22,9219,13,96906000,
01/08/2020,West Bengal,907925,5540,,913465,Tested,72777,,,,3169,Government,105270,,,,948,395,1949262,1345040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_01st_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,7.97%,9.43,9426,13,96906000,
02/08/2020,West Bengal,924773,9764,,934537,Tested,75516,,,,3178,Government,105592,,,,948,395,1959262,1358040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_02nd_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.08%,9.64,9644,12,96906000,
03/08/2020,West Bengal,938874,17785,,956659,Tested,78232,,,,3075,Government,105586,,,,948,395,1969262,1368040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_03rd_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.18%,9.87,9872,12,96906000,
04/08/2020,West Bengal,954500,24480,,978980,Tested,80984,,,,2911,Government,105675,,,11560,948,395,1979262,1380040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_04th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.27%,10.10,10102,12,96906000,
05/08/2020,West Bengal,970373,32654,,1003027,Tested,83800,,,,2875,Government,105917,,,11560,948,395,1989262,1395040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_05th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.35%,10.35,10351,12,96906000,
06/08/2020,West Bengal,988959,39292,,1028251,Tested,86754,,,,2918,Government,106083,,,11560,948,395,1999262,1409040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_06th_AUGUST_REPORT_FINAL_.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.44%,10.61,10611,12,96906000,
07/08/2020,West Bengal,1007400,47109,,1054509,Tested,89666,,,,2829,Government,106097,,,11560,948,395,2009262,1421040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_07th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.50%,10.88,10882,12,96906000,
08/08/2020,West Bengal,1024795,54862,,1079657,Tested,92615,,,,2802,Government,106199,,,11560,948,395,2019262,1434040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_08th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.58%,11.14,11141,12,96906000,
09/08/2020,West Bengal,1043211,62688,,1105899,Tested,95554,,,,2859,Government,106280,,,11560,948,395,2029262,1446040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_09th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.64%,11.41,11412,12,96906000,
10/08/2020,West Bengal,1057319,74877,,1132196,Tested,98459,,,,2829,Government,106296,,,11775,948,395,2039262,1459040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_10th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.70%,11.68,11683,11,96906000,
11/08/2020,West Bengal,1074215,84996,,1159211,Tested,,,,,2720,Government,106364,,,11775,948,395,2049262,1473040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_11th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,11.96,11962,,96906000,
12/08/2020,West Bengal,1091737,95186,,1186923,Tested,,,,,2703,Government,106519,,,11775,948,395,2059262,1488040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_12th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,12.25,12248,,96906000,
13/08/2020,West Bengal,1109449,107506,,1216955,Tested,107323,,,,2715,Government,106610,,,11775,948,395,2069262,1500040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_13th_AUGUST_REPORT_DRAFT.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.82%,12.56,12558,11,96906000,
14/08/2020,West Bengal,1130214,118058,,1248272,Tested,110358,,,,2696,Government,106642,,,11775,948,395,2079262,1520040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_14th_AUGUST_REPORT_FINAL(1).pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.84%,12.88,12881,11,96906000,
15/08/2020,West Bengal,1150482,132004,,1282486,Tested,113432,,,,2672,Government,106703,,,11775,948,395,2089262,1535040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_15th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.84%,13.23,13234,11,96906000,
16/08/2020,West Bengal,1171675,143097,,1314772,Tested,116498,,,,2661,Government,106752,,,11775,948,395,2099262,1551040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_16th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.86%,13.57,13567,11,96906000,
17/08/2020,West Bengal,1189979,157112,,1347091,Tested,119578,,,,2665,Government,106807,,,11775,948,395,2109262,1566040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_17th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.88%,13.90,13901,11,96906000,
18/08/2020,West Bengal,1210485,171713,,1382198,Tested,122753,,,,2639,Government,106848,,,11775,948,395,2119262,1586040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_18th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.88%,14.26,14263,11,96906000,
19/08/2020,West Bengal,1232194,184362,,1416556,Tested,,,,,2628,Government,106882,,,11825,948,395,2127262,1601040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_19th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,14.62,14618,,96906000,
20/08/2020,West Bengal,1253840,197775,,1451615,Tested,,,,,2610,Government,106908,,,11825,948,395,2127262,1601040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_20th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,14.98,14980,,96906000,
21/08/2020,West Bengal,1276450,211394,,1487844,Tested,132364,,,,2592,Government,106974,,,11935,1243,790,2142262,1641040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_21st_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.90%,15.35,15353,11,96906000,
22/08/2020,West Bengal,1297995,226167,,1524162,Tested,135596,,,,2559,Government,107017,,,12035,1243,790,2149262,1656040,,1800314444222,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_22nd_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,8.90%,15.73,15728,11,96906000,
23/08/2020,West Bengal,1320760,240551,,1561311,Tested,,,,,2533,Government,107070,,,12035,1243,790,2156262,1681040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_23rd_AUGUST_REPORT_DRAFT.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,16.11,16112,,96906000,
24/08/2020,West Bengal,1339309,257269,,1596578,Tested,,,,,2517,Government,107124,,,12035,1243,790,2163262,1701040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_24th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,16.48,16476,,96906000,
25/08/2020,West Bengal,1354407,279695,,1634102,Tested,,,,,2509,Government,107145,,,12035,1243,790,2170262,1726040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_25th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,16.86,16863,,96906000,
26/08/2020,West Bengal,1377200,296933,,1674133,Tested,,,,,2529,Government,107166,,,12045,1243,790,2177262,1746040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_26th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,17.28,17276,,96906000,
27/08/2020,West Bengal,1399336,317271,,1716607,Tested,,,,,2537,Government,107183,,,12045,1243,790,2184262,1771040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_27th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,17.71,17714,,96906000,
28/08/2020,West Bengal,1419173,339555,,1758728,Tested,,,,,2533,Government,107206,,,12045,1243,790,2191262,1791040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_27th_AUGUST_REPORT_FINAL(1).pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,18.15,18149,,96906000,
29/08/2020,West Bengal,1441198,360762,,1801960,Tested,,,,,2511,Government,107244,,,12045,1243,790,2198262,1806040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_29th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,18.59,18595,,96906000,
30/08/2020,West Bengal,1463098,382298,,1845396,Tested,,,,,2500,Government,107269,,,12045,1243,790,2205262,1826040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_30th_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,19.04,19043,,96906000,
31/08/2020,West Bengal,1482640,404995,,1887635,Tested,,,,,2487,Government,107296,,,12045,1243,790,2212262,1851040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_31st_AUGUST_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,19.48,19479,,96906000,
01/09/2020,West Bengal,1502813,428560,,1931373,Tested,,,,,2474,Government,107327,,,12045,1243,790,2218262,1871040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_1st_SEPTEMBER_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,19.93,19930,,96906000,
02/09/2020,West Bengal,1522719,452774,,1975493,Tested,,,,,2454,Government,107343,,,12045,1243,790,2225262,1896040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_2nd_SEPTEMBER_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,20.39,20386,,96906000,
03/09/2020,West Bengal,1546415,474369,,2020784,Tested,,,,,2457,Government,107384,,,12275,1243,790,2232262,1918040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_3rd_SEPTEMBER_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,20.85,20853,,96906000,
04/09/2020,West Bengal,1569259,497145,,2066404,Tested,,,,,2439,Government,107388,,,12275,1243,790,2239262,1938040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_4th_SEPTEMBER_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,21.32,21324,,96906000,
05/09/2020,West Bengal,1593746,518439,,2112185,Tested,,,,,2447,Government,107415,,,12355,1243,790,2246262,1963040,,,https://www.wbhealth.gov.in/uploaded_files/corona/WB_DHFW_Bulletin_5th_SEPTEMBER_REPORT_FINAL.pdf,https://www.wbhealth.gov.in/pages/corona/bulletin,,0.00%,21.80,21796,,96906000,
